,company_name,company_ticker
7054,Northern Trust Corporation,NTRS
7055,Northfield Laboratories Inc. (MM),NFLD
7056,Northway Financial Inc.  (MM),NWFI
7057,Northwest Bancorp (MM),NWSB
7058,Northwest Biotherapeutics - Warrant (MM),NWBOW
7059,Northwestern  (MM),NWEC
7060,NortonLifeLock Inc,NLOK
7061,Norwood Financial Corporation,NWFL
7062,Nova Ltd,NVMI
7063,Nova Vision Acquisition Corporation,NOVVU
7064,Novadigm (MM),NVDM
7065,"Novamed, Inc. (MM)",NOVA
7066,Novan Inc,NOVN
7067,Novatel (MM),NGPS
7068,Novavax Inc,NVAX
7069,Novelion Therapeutics Inc,NVLN
7070,Novitron Intl (MM),NOVI
7071,NovoCure Ltd,NVCR
7072,Novoste  (MM),NOVTD
7073,Novus Capital Corporation,NOVS
7074,Nptest Holding (MM),NPTT
7075,Ntelos Holdings Corp.,NTLS
7076,Ntelos Holdings Corp. (MM),NTLSV
7077,Ntl (MM),NTLID
7078,NuZee Inc,NUZE
7079,Nuance Communications Inc,NUANV
7080,Nucryst Pharmaceuticals - Common Shares (MM),NCST
7081,Nupathe Inc. (MM),PATH
7082,Nutanix Inc,NTNX
7083,Nutriband Inc,NTRB
7084,Nuvalent Inc,NUVL
7085,Nuvectra Corporation,NVTR
7086,Nuvei Corporation,NVEI
7087,Nuvve Holding Corporation,NVVE
7088,"Nxstage Medical, Inc.",NXTM
7089,Nyfix (MM),NYFX
7090,Nyxoah SA,NYXH
7091,N able Inc,NABL
7092,NCR Corp,NCR
7093,NL Industries Inc,NL
7094,NOW Inc,DNOW
7095,NVR Inc,NVR
7096,Nabors Industries Ltd,NBR
7097,National Bank Holdings Corporation,NBHC
7098,National Grid Plc New,NGG
7099,National Presto Industries Inc,NPK
7100,National Rural Utilities Cooperative Finance Corporation,NRUC
7101,Nationstar Mortgage Holdings Inc. (delisted),NSM
7102,Natural Gas Services Group Inc,NGS
7103,Natuzzi S P A,NTZ
7104,NavSight Holdings Inc,NSH
7105,Navigator Holdings Ltd,NVGS
7106,Navios Maritime Holdings Inc,NM
7107,Navistar International Corp,NAV
7108,Neff Corp. (delisted),NEFF
7109,NeoPhotonics Corporation,NPTN
7110,Nesco Holdings Inc,NSCO
7111,Netsuite (delisted),N
7112,Nevro Corp,NVRO
7113,New Frontier Corporation,NFC
7114,New Gannett Co Inc,GCI
7115,New Ireland Fund Inc,IRL
7116,New Media Investment Group Inc,NEWM
7117,New Mountain Finance Corporation,NMFX
7118,New Residential Investment Corporation,NRZ
7119,New York City REIT Inc,NYC
7120,"New York Reit, Inc. (delisted)",NYRT
7121,NewMarket Corporation,NEU
7122,Newmont Corporation,NEM
7123,NexPoint Real Estate Finance Inc,NREF
7124,NexPoint Strategic Opportunities Fund,NHF
7125,Nexa Resources SA,NEXA
7126,NextEra Energy Partners LP,NEP
7127,Nielsen Holdings PLC,NLSN
7128,Nine Energy Service Inc,NINE
7129,Niska Gas Storage Partners Llc Common Units Representing Limited Liability Company Interests,NKA
7130,Noah Holdings Limited,NOAH
7131,Noble Energy Inc,NBL
7132,Nomad Royalty Company Ltd,NSR
7133,Nord Anglia Education Ordinary Shares (delisted),NORD
7134,Nordstrom Inc,JWN
7135,North American Construction Group Ltd,NOA
7136,NorthStar Realty Europe Corp,NRE
7137,Northern Genesis Acquisition Corp,NGA
7138,Northern Genesis Acquisition Corp III,NGC
7139,Northern Star Investment Corp II,NSTB
7140,Northern Star Investment Corp IV,NSTD
7141,Northrop Grumman Corp Holding Co,NOC
7142,Northstar Realty Finance Corp.  (New),NRF
7143,Norwegian Cruise Line Holdings Ltd,NCLH
7144,Novo Nordisk,NVO
7145,Nrg Yield Class C,NYLD
7146,NuStar Logistics LP,NSS
7147,Nutrien Ltd,NTR
7148,Nuveen AMT Free Municipal Value Fund,NUW
7149,Nuveen All Cap Energy MLP Opportunities Fund,JMLP
7150,Nuveen Build America Bond Opportunity Fund  of Beneficial Interest (delisted),NBD
7151,Nuveen California Municipal Value Fund 2,NCB
7152,Nuveen California Quality Municipal Income Fund,NAC
7153,Nuveen Connecticut Quality Municipal Income Fund,NTC
7154,Nuveen Core Plus Impact Fund,NPCT
7155,Nuveen Corporate Income November 2021 Target Term Fund,JHB
7156,Nuveen Credit Strategies Income Fund,JQC
7157,Nuveen Dow 30SM Dynamic Overwrite Fund,DIAX
7158,Nuveen Emerging Markets Debt 2022 Target Term Fund,JEMD
7159,Nuveen Enhanced Municipal Value Fund,NEV
7160,Nuveen Floating Rate Income Opportunity Fund,JRO
7161,Nuveen Global Equity Income Fund,JGV
7162,Nuveen High Income 2020 Target Term Fund,JHY
7163,Nuveen High Income December 2019 Target Term Fund,JHD
7164,Nuveen Intermediate Duration Quality Municipal Term Fund,NIQ
7165,Nuveen Maryland Quality Municipal Income Fund,NMY
7166,Nuveen Michigan Quality Municipal Income Fund,NUM
7167,Nuveen Missouri Quality Municipal Income Fund,NOM
7168,Nuveen Mortgage and Income Fund,JLS
7169,Nuveen Muni Income Fund Inc,NMI
7170,Nuveen Municipal 2021 Target Term Fund,NHA
7171,Nuveen Municipal Credit Income Fund,NZF
7172,Nuveen Municipal High Income Opportunity Fund,NMZ
7173,Nuveen New Jersey Municipal Value Fund,NJV
7174,Nuveen New York AMT Free Quality Municipal Income Fund,NRK
7175,Nuveen New York Municipal Value Fund 2,NYV
7176,Nuveen New York Select Tax Free Income Portfolio,NXN
7177,Nuveen Ohio Quality Municipal Income Fund,NUO
7178,Nuveen Pennsylvania Quality Municipal Income Fund,NQP
7179,"Nuveen Premier Municipal Income Fund, Inc.",NPF
7180,"Nuveen Premium Income Municipal Fund IV, Inc.",NPT
7181,"Nuveen Quality Income Municipal Fund, Inc.",NQU
7182,Nuveen Quality Municipal Income Fund,NAD
7183,Nuveen Real Estate Income Fund,JRS
7184,Nuveen S&P 500 Dynamic Overwrite Fund,SPXX
7185,"Nuveen Select Quality Municipal Fund, Inc.",NQS
7186,Nuveen Select Tax Free Income,NXP
7187,Nuveen Senior Income Fund,NSL
7188,Nuveen Tax Advantaged Dividend Growth Fund,JTD
7189,Nuveen Taxable Municipal Income Fund,NBB
7190,Nuveen Virginia Quality Municipal Income Fund,NPV
7191,Nyse Decline Volume,DVOL
7192,NACCO Industries Inc,NC
7193,NGL Energy Partners LP,NGL
7194,NOV Inc,NOV
7195,NRG Energy Inc,NRG
7196,NYSE Tick Pilot TEST,NTEST
7197,Nam Tai Property Inc,NTP
7198,National Fuel Gas Co,NFG
7199,National Health Investors Inc,NHI
7200,National Retail Properties Inc,NNN
7201,National Storage Affiliates Trust,NSA
7202,Natura and Co Holding SA,NTCO
7203,Natural Grocers by Vitamin Cottage Inc,NGVC
7204,Nautilus Inc,NLS
7205,Navigant Consulting Inc,NCI
7206,Navios Maritime Acquisition Corporation,NNA
7207,Navios Maritime Midstream Partners LP Common Units Representing Limited Partner Interests (delisted),NAP
7208,Neenah Inc,NP
7209,Nelnet Inc,NNI
7210,Nerdy Inc,NRDY
7211,NetSTREIT Corp,NTST
7212,Neuberger Berman Next Generation Connectivity Fund Inc,NBXG
7213,New America High Income Fund Inc,HYB
7214,New Frontier Health Corporation,NFH
7215,New Germany Fund Inc,GF
7216,New Jersey Resources Corp,NJR
7217,New Mountain Finance Corporation,NMFC
7218,New Relic Inc,NEWR
7219,New Senior Investment Group Inc,SNR
7220,New York Community Bancorp Inc,NYCB
7221,New York Times Co,NYT
7222,Newcastle Investment Corp.,NCT
7223,Newpark Resources Inc,NR
7224,NexPoint Residential Trust Inc,NXRT
7225,NexTier Oilfield Solutions Inc,NEX
7226,NextEra Energy Inc,NEE
7227,NiSource Inc,NIMC
7228,Nike Inc,NKE
7229,Nippon Telegraph And Telephone Corp.,NTT
7230,Nisource Inc,NI
7231,Noble Corporation,NE
7232,Nomad Foods Limited,NOMD
7233,Norbord Inc,OSB
7234,Nordic American Tankers Limited,NAT
7235,Norfolk Southern Corp,NSC
7236,North Atlantic Drilling Ltd. (delisted),NADL
7237,NorthWestern Corporation,NWE
7238,Northern Genesis Acquisition Corp II,NGAB
7239,Northern Star Acquisition Corp,STIC
7240,Northern Star Investment Corp III,NSTC
7241,Northern Tier Energy LP Common Units Representing Limited Partner Interests (delisted),NTI
7242,"Northstar Asset Management Grp., Inc.",NSAM
7243,Northwest Natural Holding Company,NWN
7244,Nouveau Monde Graphite Inc,NMG
7245,Novus Capital Corporation II,NXU
7246,Nu Skin Enterprises Inc,NUS
7247,Nucor Corporation,NUE
7248,Nuveen AMT Free Municipal Credit Income Fund,NVG
7249,Nuveen AMT Free Quality Municipal Income Fund,NEA
7250,Nuveen Arizona Quality Municipal Income Fund,NAZ
7251,Nuveen California AMT Free Quality Municipal Income Fund,NKX
7252,Nuveen California Municipal Value Fund Inc,NCA
7253,Nuveen California Select Tax Free Income Portfolio,NXC
7254,Nuveen Core Equity Alpha Fund,JCE
7255,Nuveen Corporate Income 2023 Target Term Fund,JHAA
7256,Nuveen Credit Opportunities 2022 Target Term Fund,JCO
7257,Nuveen Diversified Dividend and Income Fund,JDD
7258,Nuveen Dynamic Municipal Opportunities Fund,NDMO
7259,Nuveen Energy MLP Total Return Fund,JMF
7260,Nuveen Floating Rate Income Fund,JFR
7261,Nuveen Georgia Quality Municipal Income Fund,NKG
7262,Nuveen Global High Income Fund,JGH
7263,Nuveen High Income December 2018 Target Term Fund (delisted),JHA
7264,Nuveen Intermediate Duration Municipal Term Fund,NID
7265,"Nuveen Investment Quality Municipal Fund, Inc.",NQM
7266,Nuveen Massachusetts Quality Municipal Income Fund,NMT
7267,Nuveen Minnesota Quality Municipal Income Fund,NMS
7268,Nuveen Mortgage Opportunity Term Fund 2,JMT
7269,Nuveen Multi Market Income Fund,JMM
7270,Nuveen Muni Value Fund Inc,NUV
7271,"Nuveen Municipal Advantage Fund, Inc.",NMA
7272,Nuveen Municipal Credit Opportunities Fund,NMCO
7273,"Nuveen Municipal Market Opportunity Fund, Inc.",NMO
7274,Nuveen New Jersey Quality Municipal Income Fund,NXJ
7275,Nuveen New York Municipal Value Fund,NNY
7276,Nuveen New York Quality Municipal Income Fund,NAN
7277,Nuveen North Carolina Quality Municipal Income Fund,NNC
7278,Nuveen Pennsylvania Municipal Value Fund,NPN
7279,"Nuveen Performance Plus Municipal Fund, Inc.",NPP
7280,"Nuveen Premium Income Municipal Fund II, Inc.",NPM
7281,"Nuveen Premium Income Municipal Fund, Inc.",NPI
7282,"Nuveen Quality Municipal Fund, Inc.",NQI
7283,Nuveen Real Asset Income and Growth Fund,JRI
7284,Nuveen S&P 500 Buy Write Income Fund,BXMX
7285,Nuveen Select Maturities Municipal Fund,NIM
7286,Nuveen Select Tax Free Income,NXQ
7287,Nuveen Select Tax Free Income 3,NXR
7288,Nuveen Short Duration Credit Opportunities Fund,JSD
7289,Nuveen Tax Advantaged Total Return Strategy Fund,JTA
7290,Nuveen Texas Quality Municipal Income Fund,NTX
7291,Nyse Advance/Decline/Unchanged Issues,ISSU
7292,Nyse Issues UP/Down Ratio,TICK
7293,O Reilly Automotive Inc,ORLY
7294,O2Micro International Limited ADS (MM),OIIMD
7295,ODP Corporation,ODP
7296,OFS Capital Corporation,OFSSL
7297,OFS Capital Corporation,OFSSI
7298,OFS Credit Company Inc,OCCI
7299,OLB Group Inc,OLB
7300,ON Semiconductor,ON
7301,OP Bancorp,OPBK
7302,OSI Systems Inc,OSIS
7303,Oak Hill Financial (MM),OAKF
7304,Oak Technology (MM),OAKT
7305,Oaktree Specialty Lending Corporation,OCSL
7306,Oaktree Strategic Income Corporation,OCSI
7307,Oasis Midstream Partners LP,OMP
7308,"Obagi Medical Products, Inc. (MM)",OMPI
7309,Oblong Inc,OBLG
7310,Occam Networks (MM),OCNW
7311,Occulogix (MM),RHEO
7312,Ocean Bio Chem Inc,OBCI
7313,Ocean Rig Udw Inc.  New (delisted),ORIG
7314,Ocean Shore Holding CO. (MM),OSHCD
7315,OceanFirst Financial Corporation,OCFC
7316,Oceanfreight Inc. (MM),OCNF
7317,"Ocera Therapeutics, Inc. (MM)",OCRX
7318,Oclaro (MM),OCLRE
7319,"Oclaro, Inc. (delisted)",OCLR
7320,Ocugen Inc,OCGN
7321,Ocuphire Pharma Inc,OCUP
7322,Odetics CL A (MM),ODETA
7323,Odyssey Healthcare (MM),ODSY
7324,Office Properties Income Trust,OPINL
7325,Office Properties Income Trust,OPI
7326,Oglebay Norton Company (MM),OGLE
7327,Ohio Legacy Corp. (MM),OLCB
7328,"Ohr Pharmaceuticals, Inc.",OHRP
7329,Okta Inc,OKTA
7330,Old Dominion Freight Line Inc,ODFL
7331,Old National Bancorp,ONB
7332,Old Second Bancorp Inc,OSBC
7333,Ollies Bargain Outlet Holdings Inc,OLLI
7334,Omega Alpha SPAC,OMEG
7335,Omega Flex Inc,OFLX
7336,Omega Therapeutics Inc,OMGA
7337,Omni Energy Svcs Corp (MM),OMNI
7338,Omniture (MM),OMTR
7339,"Omthera Pharmaceuticals, Inc. (MM)",OMTH
7340,OncoSec Medical Incorporated,ONCS
7341,Oncobiologics Series A Warrant Expiring 2/18/2019 (delisted),ONSIW
7342,"Oncobiologics, Inc. (delisted)",ONS
7343,Oncolytics Biotech Inc,ONCY
7344,Onconova Therapeutics Inc,ONTX
7345,Oncternal Therapeutics Inc,ONCT
7346,One Bio Corp Cmn (MM),ONBIE
7347,One Stop Systems Inc,OSS
7348,OneSpan Inc,OSPN
7349,Oneida Financial (MM),ONFCD
7350,Online Resources Corp. (MM),ORCC
7351,Onstream Media Corp. (MM),ONSM
7352,"Onvia, Inc. (MM)",ONVI
7353,Onyx Software (MM),ONXS
7354,Open Lending Corporation,LPRO
7355,Opendoor Technologies Inc,OPEN
7356,Opes Acquisition Corporation,OPES
7357,Ophthotech Corp.,OPHT
7358,Opinion Research,ORCI
7359,Oplink Communications  (MM),OPLKD
7360,Oportun Financial Corporation,OPRT
7361,"Optelecom-Nkf, Inc. (MM)",OPTC
7362,Optibase Ltd,OBAS
7363,Optical Cable Corporation,OCC
7364,Optika Inc. (MM),OPTK
7365,Optimal Grp. CL a (MM),OPMR
7366,OptimizeRx Corporation,OPRX
7367,Optimumbank Holdings (MM),OPHCD
7368,Option Care Health Inc,OPCH
7369,Optium Corp (MM),OPTM
7370,OraSure Technologies Inc,OSUR
7371,Oramed Pharmaceuticals Inc,ORMP
7372,Orbital Energy Group Inc,OEG
7373,Orbotech Ltd. - Ordinary Shares,ORBK
7374,Orchard Enterprise (MM),ORCD
7375,Orchid Cellmark (MM),ORCH
7376,Oregon Trail Financial (MM),OTFC
7377,Organogenesis Holdings Inc,ORGO
7378,Orgenesis Inc,ORGS
7379,Oriental Culture Holdings Ltd,OCG
7380,Origin Agritech Ltd Wrts (MM),SEEDW
7381,Origin Materials Inc,ORGN
7382,Origo Acquisition Corp. - Right Expiring 3/12/2018 (delisted),OACQR
7383,Origo Acquisition Corp. - Warrants (delisted),OACQW
7384,Orion Biotech Opportunities Corporation,ORIA
7385,Orion Marine Grp. - Common (MM),OMGI
7386,Oritani Financial (MM),ORITD
7387,Orrstown Financial Services Inc,ORRF
7388,OrthoPediatrics Corporation,KIDS
7389,Orthologic  (MM),OLGC
7390,Oscient Pharmaceuticals  (MM),OSCID
7391,Osi Pharmaceuticals Inc. (MM),OSIP
7392,Osmotica Pharmaceuticals PLC,OSMT
7393,Osprey Energy Acquisition Corp. - Unit (delisted),OSPRU
7394,Osteotech Com (MM),OSTE
7395,Otelco Inc,OTEL
7396,"Otix Global, (MM)",OTIXD
7397,Otonomy Inc,OTIC
7398,Otter Tail Corporation,OTTR
7399,"Outdoor Channel Holdings, Inc. (MM)",OUTD
7400,Outerwall Inc. - When Distributed (MM),OUTRV
7401,Outlook Therapeutics Inc,OTLK
7402,Ovascience Inc. (delisted),OVAS
7403,Overnite Corp (MM),OVNT
7404,Overture Services Inc. (MM),OVER
7405,Oxbridge Acquisition Corporation,OXAC
7406,Oxford Immunotec Global PLC,OXFD
7407,Oxford Lane Capital Corporation,OXLC
7408,Oxford Square Capital Corporation,OXSQA
7409,Oxford Square Capital Corporation,OXSQG
7410,Oxigene (MM),OXGNW
7411,Oxus Acquisition Corporation,OXUS
7412,Oyster Point Pharma Inc,OYST
7413,O. I. Corp. (MM),OICO
7414,OCA Acquisition Corporation,OCAX
7415,OFS Capital Corporation,OFS
7416,OFS Capital Corporation,OFSSG
7417,OFS Capital Corporation,OFSSZ
7418,OHA Investment Corporation,OHAI
7419,OMNIQ Corporation,OMQS
7420,ONE Group Hospitality Inc,STKS
7421,ORBCOMM Inc,ORBC
7422,OTR Acquisition Corporation,OTRA
7423,Oak Ridge Financial Services  (MM),BKORD
7424,Oak Valley Bancorp,OVLY
7425,Oaktree Specialty Lending Corporation,OCSLL
7426,Oao Technology Solutions (MM),OAOT
7427,Oasis Petroleum Inc,OAS
7428,Obalon Therapeutics Inc,OBLN
7429,ObsEva SA,OBSV
7430,Occulogix  (MM),OCCXD
7431,Occulogix (MM),OCCX
7432,Ocean Power Technologies Inc,OPTT
7433,Ocean Rig Udw Inc. (MM),ORIGV
7434,Ocean Shore Holding Co.,OSHC
7435,OceanTech Acquisitions I Corporation,OTEC
7436,Oceanfreight Inc. (MM),OCNFD
7437,Ocharleys Inc. (MM),CHUX
7438,Oclaro (MM),OCLRD
7439,Oconee Federal Financial Corporation,OFED
7440,Ocular Therapeutix Inc,OCUL
7441,Odd Job Stores (MM),ODDJ
7442,Odonate Therapeutics Inc,ODT
7443,Odyssey Marine Exploration Inc,OMEX
7444,Office Properties Income Trust,OPINI
7445,"Official Payments Holdings, Inc. (MM)",OPAY
7446,Ohio Casualty (MM),OCAS
7447,Ohio Valley Banc Corporation,OVBC
7448,Oilgear,OLGR
7449,Olaplex Holdings Inc,OLPX
7450,Old Line Bancshares Inc,OLBK
7451,Old Point Financial Corporation,OPOF
7452,Olema Pharmaceuticals Inc,OLMA
7453,Olympic Steel Inc,ZEUS
7454,Omega Financial  (MM),OMEF
7455,"Omega Navigation Enterprises, Inc. (MM)",ONAV
7456,Omeros Corporation,OMER
7457,Omnicell Inc,OMCL
7458,Omrix Biopharmaceuticals (MM),OMRI
7459,On Track Innovations Ltd,OTIV
7460,Oncobiologics - Series B Warrant (delisted),ONSIZ
7461,Oncobiologics Unit (MM),ONSIU
7462,Oncocyte Corporation,OCX
7463,"Oncomed Pharmaceuticals, Inc.",OMED
7464,Oncorus Inc,ONCR
7465,Ondas Holdings Inc,ONDS
7466,One Equity Partners Open Water I Corporation,OEPW
7467,OneSpaWorld Holdings Ltd,OSW
7468,OneWater Marine Inc,ONEW
7469,Onesource Information Services (MM),ONES
7470,Onstream Media (MM),ONSMD
7471,Ontrak Inc,OTRK
7472,"Onyx Pharmaceuticals, Inc. (MM)",ONXX
7473,OpGen Inc,OPGN
7474,Open Text Corporation,OTEX
7475,Opentv (MM),OPTV
7476,Opes Acquisition Corporation,OPESU
7477,Opiant Pharmaceuticals Inc,OPNT
7478,Opko Health Inc,OPK
7479,"Opnext, Inc. (MM)",OPXT
7480,Opsware (MM),OPSW
7481,OptiNose Inc,OPTN
7482,Optical Cable Corp. (MM),OCCF
7483,Optical Communic Proda (MM),OCPI
7484,Optimal Grp. (MM),OPMRD
7485,"Optimer Pharmaceuticals, Inc. (MM)",OPTR
7486,OptimumBank Holdings Inc,OPHC
7487,Option Care Health Inc,BIOS
7488,"Optionsxpress Holdings, Inc. (MM)",OXPS
7489,Opus Bank,OPB
7490,Oralabs,OLAB
7491,Orange County Bancorp Inc,OBT
7492,Orbitz CL A (MM),ORBZ
7493,Orbsat Corporation,OSAT
7494,Orchard Therapeutics PLC,ORTX
7495,Ore Pharmaceuticals  (MM),ORXED
7496,Organigram Holdings Inc,OGI
7497,Organovo Holdings Inc,ONVO
7498,Oric Pharmaceuticals Inc,ORIC
7499,Origin Agritech Ltd,SEED
7500,Origin Bancorp Inc,OBNK
7501,Origo Acquisition Corp. - Ordinary Shares (delisted),OACQ
7502,Origo Acquisition Corp. - Unit (delisted),OACQU
7503,Orion Acquisition Corporation,OHPA
7504,Orion Energy Systems Inc,OESX
7505,Orisun Acqusition Corporation,ORSN
7506,Oritani Financial Corporation,ORIT
7507,Ortho Clinical Diagnostics Holdings PLC,OCDX
7508,Orthofix Medical Inc,OFIX
7509,"Orthovita, Inc. (MM)",VITA
7510,Oshkosh Bgosh Cla (MM),GOSHA
7511,Osiris Therape (MM),OSIR
7512,Osprey Energy Acquisition Corp. (delisted),OSPR
7513,Osprey Energy Acquisition Corp. - Warrant (delisted),OSPRW
7514,Otelco - Income Deposit Securities (MM),OTT
7515,Otix Global (MM),OTIX
7516,Otonomo Technologies Ltd,OTMO
7517,Ottawa Savings Bancorp Inc,OTTW
7518,Outbrain Inc,OB
7519,Outerwall Inc. (MM),OUTR
7520,Outlook (MM),OUTL
7521,Outset Medical Inc,OM
7522,Overland Storage  (MM),OVRLD
7523,Overstock com Inc,OSTK
7524,Ovid Therapeutics Inc,OVID
7525,Oxbridge Re Holdings Ltd,OXBR
7526,Oxford Lane Capital (MM),OXLCR
7527,Oxford Square Capital Corporation,OXSQL
7528,Oxford Square Capital Corporation,OXSQ
7529,Oxford Square Capital Corporation,OXSQZ
7530,"Oxigene, Inc. (MM)",OXGND
7531,Oyster Enterprises Acquisition Corporation,OSTR
7532,OFG Bancorp,OFG
7533,OI Glass Inc,OI
7534,ON24 Inc,ONTF
7535,ONEOK Inc,OKE
7536,Oak Street Health Inc,OSH
7537,Oaktree Acquisition Corp II,OACB
7538,Oaktree Specialty Lending Corporation,OSLE
7539,Oasis Petroleum Inc,OAS
7540,Occidental Petroleum Corporation,OXY
7541,Och Ziff Capital Management Group Inc,OZM
7542,Offerpad Solutions Inc,OPAD
7543,Oil States International Inc,OIS
7544,Olin Corp,OLN
7545,Omega Healthcare Investors Inc,OHI
7546,Omnicom Group Inc,OMC
7547,On Holding AG,ONON
7548,OneConnect Financial Technology Co Ltd,OCFT
7549,"Onebeacon Insurance Grp., Ltd. Class A (delisted)",OB
7550,Onion Global Limited,OG
7551,Ooma Inc,OOMA
7552,Oppenheimer Holdings Inc,OPY
7553,Orange,ORAN
7554,Orchid Island Capital Inc,ORC
7555,Original BARK Company,BARK
7556,Orion Group Holdings Inc,ORN
7557,Orthopediatrics Corp. (delisted),KIDS
7558,Oshkosh Corporation,OSK
7559,Osisko Gold Royalties Ltd,OR
7560,Otis Worldwide Corporation,OTIS
7561,Overseas Shipholding Group Inc,OSG
7562,Owens Corning Inc,OC
7563,Owl Rock Capital Corporation,ORCC
7564,OGE Energy Corp,OGE
7565,OMNOVA Solutions Inc,OMN
7566,ONE Gas Inc,OGS
7567,OUTFRONT Media Inc,OUT
7568,Oaktree Acquisition Corp,OAC
7569,Oaktree Capital Group LLC,OAK
7570,Oasis Midstream Partners LP,OMP
7571,Obsidian Energy Ltd,OBE
7572,Oceaneering International Inc,OII
7573,Ocwen Financial Corp,OCN
7574,Oil Dri Corp of America,ODC
7575,Old Republic International Corp,ORI
7576,Olo Inc,OLO
7577,Omnichannel Acquisition Corp,OCA
7578,On Deck Capital Inc,ONDK
7579,One Liberty Properties Inc,OLP
7580,OneMain Holdings Inc,OMF
7581,"Oneok Partners, L.P.",OKS
7582,Onto Innovation Inc,ONTO
7583,OppFi Inc,OPFI
7584,Oracle Corp,ORCL
7585,"Orbital Atk, Inc. (delisted)",OA
7586,Organon and Co,OGN
7587,Orion Engineered Carbons SA,OEC
7588,Ormat Technologies Inc,ORA
7589,Oscar Health Inc,OSCR
7590,Osiris Acquisition Corp,OSI
7591,Osprey Technology Acquisition Corp,SFTW
7592,Ouster Inc,OUST
